"ID Line";"Libelle Line";"Libelle station";Longitude;Latitude;finish;"Commune nom";"Commune code Insee"
28;12;"Aimé Césaire";2.378130845167059;48.908437579721735;1;Aubervilliers;93001
14;2;"Alexandre Dumas";2.3947127337554774;48.85624467748922;1;"Paris 20ème";75120
24;9;"Alma - Marceau";2.3011043523926697;48.86464714695772;1;"Paris 16ème";75116
15;3;"Anatole France";2.284981696340319;48.892206616666066;1;Levallois-Perret;92044
15;3;"Arts et Métiers";2.3565081436435453;48.865299611696805;1;"Paris 3ème";75103
27;11;"Arts et Métiers";2.3565081436435453;48.865299611696805;1;"Paris 3ème";75103
30;13;"Asnières - Gennevilliers Les Courtilles";2.2843721006588424;48.930603640452716;1;Gennevilliers;92036
28;12;"Assemblée Nationale";2.3205758366475546;48.86107193857794;1;"Paris 7ème";75107
20;7;"Aubervilliers-Pantin Quatre Chemins";2.3922205712292186;48.90375705941771;1;Pantin;93055
25;10;"Avenue Émile Zola";2.2950189971435497;48.847038012756926;1;"Paris 15ème";75115
17;4;"Bagneux - Lucie Aubrac";2.3173900542429124;48.80356581952587;1;Bagneux;92007
14;2;"Barbès - Rochechouart";2.3506070793550973;48.883776088608904;1;"Paris 10ème";75110
17;4;"Barbès - Rochechouart";2.3506070793550973;48.883776088608904;1;"Paris 10ème";75110
29;13;"Basilique de Saint-Denis";2.3592958408126807;48.93678306437655;1;Saint-Denis;93066
31;14;"Bibliothèque François Mitterrand";2.3764873711683;48.82992576498057;1;"Paris 13ème";75113
18;5;"Bobigny Pablo Picasso";2.449027141458258;48.90636553315847;1;Bobigny;93008
18;5;"Bobigny-Pantin - Raymond Queneau";2.426308679232035;48.89560207338462;1;Pantin;93055
23;8;"Bonne Nouvelle";2.3484813657183894;48.870571298554935;1;"Paris 2ème";75102
24;9;"Bonne Nouvelle";2.3484813657183894;48.870571298554935;1;"Paris 2ème";75102
25;10;"Boulogne Jean Jaurès";2.2390426693126035;48.842063300987306;1;Boulogne-Billancourt;92012
26;10;"Boulogne Jean Jaurès";2.2390426693126035;48.842063300987306;1;Boulogne-Billancourt;92012
25;10;"Boulogne Pont de Saint-Cloud";2.228312589822805;48.84067248111423;1;Boulogne-Billancourt;92012
22;7bis;"Buttes Chaumont";2.381569842088007;48.87849908745056;1;"Paris 19ème";75119
25;10;"Cardinal Lemoine";2.3513280016731755;48.84670003431487;1;"Paris 5ème";75105
29;13;"Carrefour Pleyel";2.3434436533521734;48.91980854888212;1;Saint-Denis;93066
20;7;"Censier - Daubenton";2.3516265726054986;48.84022624756566;1;"Paris 5ème";75105
13;1;"Champs-Élysées - Clemenceau";2.31446450132278;48.86765629124574;1;"Paris 8ème";75108
29;13;"Champs-Élysées - Clemenceau";2.31446450132278;48.86765629124574;1;"Paris 8ème";75108
26;10;"Chardon Lagache";2.266905475940289;48.845088298230586;1;"Paris 16ème";75116
23;8;"Charenton - Écoles";2.413847237068525;48.82125590110113;1;Charenton-le-Pont;94018
13;1;"Charles de Gaulle - Etoile";2.295811775235762;48.874994575223035;1;"Paris 17ème";75117
14;2;"Charles de Gaulle - Etoile";2.295811775235762;48.874994575223035;1;"Paris 17ème";75117
19;6;"Charles de Gaulle - Etoile";2.295811775235762;48.874994575223035;1;"Paris 17ème";75117
25;10;"Charles Michels";2.2856210133667165;48.84660453144916;1;"Paris 15ème";75115
17;4;"Château d'Eau";2.3560517414015854;48.87244691664745;1;"Paris 10ème";75110
13;1;"Château de Vincennes";2.4405400954061127;48.844317513365304;1;"Paris 12ème";75112
20;7;"Château Landon";2.362017935510607;48.87844145478439;1;"Paris 10ème";75110
17;4;"Château Rouge";2.3493658080048396;48.887078876519546;1;"Paris 18ème";75118
20;7;"Chaussée d'Antin - La Fayette";2.333738594408701;48.873134204826634;1;"Paris 9ème";75109
24;9;"Chaussée d'Antin - La Fayette";2.333738594408701;48.873134204826634;1;"Paris 9ème";75109
23;8;"Chemin Vert";2.36809508538599;48.85708736687211;1;"Paris 3ème";75103
25;10;"Cluny - La Sorbonne";2.3448963012120783;48.85102687592628;1;"Paris 5ème";75105
14;2;"Colonel Fabien";2.3704675747938633;48.87764980757344;1;"Paris 10ème";75110
20;7;"Corentin Cariou";2.3822915571646326;48.89467265910835;1;"Paris 19ème";75119
28;12;"Corentin Celton";2.279336180881594;48.82710437829001;1;Issy-les-Moulineaux;92040
31;14;"Cour Saint-Emilion";2.386617850214057;48.83331930289509;1;"Paris 12ème";75112
23;8;"Créteil - L'Échat";2.449369595613371;48.79661082916301;1;Créteil;94028
23;8;"Créteil - Préfecture";2.459305169291261;48.779756525830265;1;Créteil;94028
23;8;"Créteil - Université";2.4505697455342563;48.78994285337715;1;Créteil;94028
24;9;"Croix de Chavaux";2.4358546126745813;48.85799258420985;1;Montreuil;93048
23;8;"École Militaire";2.3063456838200755;48.854919659638895;1;"Paris 7ème";75107
23;8;"Ecole Vétérinaire de Maisons-Alfort";2.422399525054414;48.814835501151684;1;Maisons-Alfort;94046
19;6;"Edgar Quinet";2.3252865779432956;48.84090350074998;1;"Paris 14ème";75114
25;10;"Église d'Auteuil";2.269111389021891;48.84714336050894;1;"Paris 16ème";75116
18;5;"Église de Pantin";2.413119553706934;48.893163973150344;1;Pantin;93055
13;1;"Esplanade de la Défense";2.2499040727323294;48.8883317370615;1;Courbevoie;92026
17;4;"Etienne Marcel";2.3489761968791076;48.8637030110762;1;"Paris 1er";75101
23;8;"Faidherbe - Chaligny";2.3840285663831065;48.85011054318548;1;"Paris 12ème";75112
23;8;"Félix Faure";2.2918472203679694;48.84268433384837;1;"Paris 15ème";75115
23;8;"Filles du Calvaire";2.3667452977427006;48.86306988250257;1;"Paris 11ème";75111
20;7;"Fort d'Aubervilliers";2.4041878217951926;48.91470775194569;1;Aubervilliers;93001
13;1;"Franklin D. Roosevelt";2.309488192337112;48.868724887050476;1;"Paris 8ème";75108
24;9;"Franklin D. Roosevelt";2.309488192337112;48.868724887050476;1;"Paris 8ème";75108
28;12;"Front Populaire";2.3657920239894117;48.90666420183997;1;Saint-Denis;93066
30;13;"Gabriel Péri";2.2946921563609397;48.916392901140455;1;Asnières-sur-Seine;92004
18;5;"Gare d'Austerlitz";2.3641773106918307;48.843405408577155;1;"Paris 5ème";75105
25;10;"Gare d'Austerlitz";2.3641773106918307;48.843405408577155;1;"Paris 5ème";75105
17;4;"Gare de l'Est";2.358064594418649;48.8761629935184;1;"Paris 10ème";75110
18;5;"Gare de l'Est";2.358064594418649;48.8761629935184;1;"Paris 10ème";75110
20;7;"Gare de l'Est";2.358064594418649;48.8761629935184;1;"Paris 10ème";75110
13;1;"Gare de Lyon";2.373156593789204;48.845683205787566;1;"Paris 12ème";75112
31;14;"Gare de Lyon";2.373156593789204;48.845683205787566;1;"Paris 12ème";75112
17;4;"Gare du Nord";2.356808788205408;48.87959170646212;1;"Paris 10ème";75110
18;5;"Gare du Nord";2.356808788205408;48.87959170646212;1;"Paris 10ème";75110
13;1;"George V";2.3007597849789168;48.87203776364103;1;"Paris 8ème";75108
23;8;"Grands Boulevards";2.343207266405089;48.87150476881465;1;"Paris 9ème";75109
24;9;"Grands Boulevards";2.343207266405089;48.87150476881465;1;"Paris 9ème";75109
29;13;"Guy Môquet";2.3274832586261254;48.89300144101368;1;"Paris 18ème";75118
